"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Illinois"	"17"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1539
	"Illinois"	"17"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5650
	"Illinois"	"17"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	18477
	"Illinois"	"17"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	23767
	"Illinois"	"17"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	12491
	"Illinois"	"17"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	3258
	"Illinois"	"17"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	796
	"Illinois"	"17"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	6049
	"Illinois"	"17"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	7034
	"Illinois"	"17"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	23406
	"Illinois"	"17"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	25346
	"Illinois"	"17"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	51379
	"Illinois"	"17"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2004
	"Illinois"	"17"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5560
	"Illinois"	"17"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	18327
	"Illinois"	"17"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	24591
	"Illinois"	"17"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	12637
	"Illinois"	"17"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	3531
	"Illinois"	"17"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	914
	"Illinois"	"17"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	5733
	"Illinois"	"17"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	6724
	"Illinois"	"17"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	22645
	"Illinois"	"17"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	24345
	"Illinois"	"17"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	51860
	"Illinois"	"17"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1380
	"Illinois"	"17"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5595
	"Illinois"	"17"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	18014
	"Illinois"	"17"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	24622
	"Illinois"	"17"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	13367
	"Illinois"	"17"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	3835
	"Illinois"	"17"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	900
	"Illinois"	"17"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	5508
	"Illinois"	"17"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	6437
	"Illinois"	"17"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	21732
	"Illinois"	"17"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	24012
	"Illinois"	"17"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	51601
	"Illinois"	"17"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1321
	"Illinois"	"17"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5694
	"Illinois"	"17"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	18756
	"Illinois"	"17"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	25914
	"Illinois"	"17"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	14433
	"Illinois"	"17"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	4339
	"Illinois"	"17"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	825
	"Indiana"	"18"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	2727
	"Indiana"	"18"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	3717
	"Indiana"	"18"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	14302
	"Indiana"	"18"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	13922
	"Indiana"	"18"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	19421
	"Indiana"	"18"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	245
	"Indiana"	"18"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1804
	"Indiana"	"18"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	10043
	"Indiana"	"18"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	12782
	"Indiana"	"18"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5973
	"Indiana"	"18"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	1165
	"Indiana"	"18"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	333
	"Indiana"	"18"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	2681
	"Indiana"	"18"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	3497
	"Indiana"	"18"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	13639
	"Indiana"	"18"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	13209
	"Indiana"	"18"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	19357
	"Indiana"	"18"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	931
	"Indiana"	"18"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1826
	"Indiana"	"18"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	10385
	"Indiana"	"18"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	13666
	"Indiana"	"18"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6130
	"Indiana"	"18"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	1321
	"Indiana"	"18"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	500
	"Indiana"	"18"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	2768
	"Indiana"	"18"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	3509
	"Indiana"	"18"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	12773
	"Indiana"	"18"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	12785
	"Indiana"	"18"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	19302
	"Indiana"	"18"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1047
	"Indiana"	"18"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	2037
	"Indiana"	"18"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	10635
	"Indiana"	"18"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	13852
	"Indiana"	"18"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6432
	"Indiana"	"18"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	1448
	"Indiana"	"18"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	605
	"Indiana"	"18"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	2520
	"Indiana"	"18"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	3453
	"Indiana"	"18"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	12091
	"Indiana"	"18"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	12845
	"Indiana"	"18"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	19397
	"Indiana"	"18"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1622
	"Indiana"	"18"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	2096
	"Indiana"	"18"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	10772
	"Indiana"	"18"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	14377
	"Indiana"	"18"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6981
	"Indiana"	"18"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1668
	"Indiana"	"18"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	809
	"Iowa"	"19"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	778
	"Iowa"	"19"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1270
	"Iowa"	"19"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	5526
	"Iowa"	"19"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	8536
	"Iowa"	"19"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	10642
	"Iowa"	"19"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	27
	"Iowa"	"19"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	459
	"Iowa"	"19"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3002
	"Iowa"	"19"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	4676
	"Iowa"	"19"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2700
	"Iowa"	"19"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	526
	"Iowa"	"19"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	32
	"Iowa"	"19"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	831
	"Iowa"	"19"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1316
	"Iowa"	"19"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	5395
	"Iowa"	"19"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	8068
	"Iowa"	"19"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	10873
	"Iowa"	"19"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	42
	"Iowa"	"19"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	473
	"Iowa"	"19"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	2987
	"Iowa"	"19"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	4904
	"Iowa"	"19"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2895
	"Iowa"	"19"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	614
	"Iowa"	"19"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	40
	"Iowa"	"19"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	862
	"Iowa"	"19"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	1276
	"Iowa"	"19"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	5126
	"Iowa"	"19"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	7895
	"Iowa"	"19"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	10606
	"Iowa"	"19"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	771
	"Iowa"	"19"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	566
	"Iowa"	"19"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3041
	"Iowa"	"19"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	5085
	"Iowa"	"19"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	3174
	"Iowa"	"19"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	626
	"Iowa"	"19"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	283
	"Iowa"	"19"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	872
	"Iowa"	"19"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	1179
	"Iowa"	"19"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	4992
	"Iowa"	"19"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	7843
	"Iowa"	"19"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	11035
	"Iowa"	"19"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	966
	"Iowa"	"19"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	612
	"Iowa"	"19"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3186
	"Iowa"	"19"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	5356
	"Iowa"	"19"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	3530
	"Iowa"	"19"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	702
	"Iowa"	"19"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	334
	"Kansas"	"20"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	919
	"Kansas"	"20"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1894
	"Kansas"	"20"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	6204
	"Kansas"	"20"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	6784
	"Kansas"	"20"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	11143
	"Kansas"	"20"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	57
	"Kansas"	"20"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	705
	"Kansas"	"20"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3710
	"Kansas"	"20"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	4971
	"Kansas"	"20"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2538
	"Kansas"	"20"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	508
	"Kansas"	"20"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	43
	"Kansas"	"20"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	895
	"Kansas"	"20"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1795
	"Kansas"	"20"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	5929
	"Kansas"	"20"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	6713
	"Kansas"	"20"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	11163
	"Kansas"	"20"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	74
	"Kansas"	"20"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	715
	"Kansas"	"20"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3723
	"Kansas"	"20"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	5192
	"Kansas"	"20"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2805
	"Kansas"	"20"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	598
	"Kansas"	"20"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	67
	"Kansas"	"20"	"2005"	"2005"	"Married"	"1"	"Excluded"	"999"	26241
	"Kansas"	"20"	"2005"	"2005"	"Unmarried"	"2"	"Excluded"	"999"	13647
	"Kansas"	"20"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	26538
	"Kansas"	"20"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	14430
	"Kentucky"	"21"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	1089
	"Kentucky"	"21"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	3578
	"Kentucky"	"21"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	11308
	"Kentucky"	"21"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	8845
	"Kentucky"	"21"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	11614
	"Kentucky"	"21"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	119
	"Kentucky"	"21"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1029
	"Kentucky"	"21"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5716
	"Kentucky"	"21"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	7855
	"Kentucky"	"21"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	3286
	"Kentucky"	"21"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	686
	"Kentucky"	"21"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	111
	"Kentucky"	"21"	"2004"	"2004"	"Married"	"1"	"Excluded"	"999"	36220
	"Kentucky"	"21"	"2004"	"2004"	"Unmarried"	"2"	"Excluded"	"999"	19500
	"Kentucky"	"21"	"2005"	"2005"	"Married"	"1"	"Excluded"	"999"	36395
	"Kentucky"	"21"	"2005"	"2005"	"Unmarried"	"2"	"Excluded"	"999"	20049
	"Kentucky"	"21"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	37688
	"Kentucky"	"21"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	20562
	"Louisiana"	"22"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	672
	"Louisiana"	"22"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	2702
	"Louisiana"	"22"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	10599
	"Louisiana"	"22"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	8171
	"Louisiana"	"22"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	11937
	"Louisiana"	"22"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	37
	"Louisiana"	"22"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1585
	"Louisiana"	"22"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	9525
	"Louisiana"	"22"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	13073
	"Louisiana"	"22"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5273
	"Louisiana"	"22"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	1433
	"Louisiana"	"22"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	33
	"Louisiana"	"22"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	694
	"Louisiana"	"22"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	2655
	"Louisiana"	"22"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	9805
	"Louisiana"	"22"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	8185
	"Louisiana"	"22"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	11874
	"Louisiana"	"22"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	39
	"Louisiana"	"22"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1694
	"Louisiana"	"22"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	9581
	"Louisiana"	"22"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	13496
	"Louisiana"	"22"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5753
	"Louisiana"	"22"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	1543
	"Louisiana"	"22"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	50
	"Louisiana"	"22"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	606
	"Louisiana"	"22"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	2322
	"Louisiana"	"22"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	9259
	"Louisiana"	"22"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	7508
	"Louisiana"	"22"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	11675
	"Louisiana"	"22"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	337
	"Louisiana"	"22"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1537
	"Louisiana"	"22"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	8451
	"Louisiana"	"22"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	12187
	"Louisiana"	"22"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5289
	"Louisiana"	"22"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	1487
	"Louisiana"	"22"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	279
	"Louisiana"	"22"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	599
	"Louisiana"	"22"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	2393
	"Louisiana"	"22"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	9027
	"Louisiana"	"22"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	7640
	"Louisiana"	"22"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	12044
	"Louisiana"	"22"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	130
	"Louisiana"	"22"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1714
	"Louisiana"	"22"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	8691
	"Louisiana"	"22"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	13185
	"Louisiana"	"22"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	6134
	"Louisiana"	"22"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1723
	"Louisiana"	"22"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	96
	"Maine"	"23"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	89
	"Maine"	"23"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	253
	"Maine"	"23"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	2445
	"Maine"	"23"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	2402
	"Maine"	"23"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	3928
	"Maine"	"23"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	96
	"Maine"	"23"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	135
	"Maine"	"23"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	991
	"Maine"	"23"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	2315
	"Maine"	"23"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	859
	"Maine"	"23"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	306
	"Maine"	"23"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	36
	"Maine"	"23"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	74
	"Maine"	"23"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	268
	"Maine"	"23"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	2408
	"Maine"	"23"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	2296
	"Maine"	"23"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	3991
	"Maine"	"23"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	159
	"Maine"	"23"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	112
	"Maine"	"23"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	966
	"Maine"	"23"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	2401
	"Maine"	"23"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	912
	"Maine"	"23"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	309
	"Maine"	"23"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	48
	"Maine"	"23"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	104
	"Maine"	"23"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	287
	"Maine"	"23"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	2319
	"Maine"	"23"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	2242
	"Maine"	"23"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	3966
	"Maine"	"23"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	253
	"Maine"	"23"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	116
	"Maine"	"23"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1014
	"Maine"	"23"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	2390
	"Maine"	"23"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	992
	"Maine"	"23"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	364
	"Maine"	"23"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	65
	"Maine"	"23"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	142
	"Maine"	"23"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	286
	"Maine"	"23"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	2160
	"Maine"	"23"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	2184
	"Maine"	"23"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	3882
	"Maine"	"23"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	244
	"Maine"	"23"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	119
	"Maine"	"23"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	969
	"Maine"	"23"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	2557
	"Maine"	"23"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1104
